Posted date,Job title,Company name,Location,Skills,Links,Salaries,Requirements
3 days ago,Research Assistant (Remote),Pulse Media -,"Dubai, United Arab Emirates ",Full TimeEntry Level · Administration · Marketing/PR/Advertising · Analyst/Research · Research · Administration · Microsoft Office · Secretary · Office Management · Market Research · Communication Skills,/jobs/p/g/dxnrsdy3ncmx-research-assistant-remote-pulse-media-dubai-united-arab-emirates,Not Mentioned,
4 days ago,"Specialist II, Operations - AA Job",TASNEE -,"Riyadh, Saudi Arabia ",Full TimeEntry Level · Customer Service/Support · Logistics/Supply Chain · Operations/Management · Operations · Customer Service · Logistics · Customer Support · Customer Care · Microsoft Office · Administration,/saudi/jobs/p/g/36rtuouy60rj-specialist-ii-operations-aa-job-tasnee-riyadh-saudi-arabia,Not Mentioned,
4 days ago,Sales & Production Planner,Agile Consultants -,"Dubai, United Arab Emirates ",Full TimeExperienced · Business Development · Customer Service/Support · Sales/Retail · Sales · Sales Skills · Sales Target · Customer Service · Customer Support · Customer Care · Marketing,/jobs/p/g/4mzcs5b7xv5c-sales-production-planner-agile-consultants-dubai-united-arab-emirates,Not Mentioned,
5 days ago,Senior Planning Engineer,WSP in the Middle East -,"Riyadh, Saudi Arabia ",Full TimeExperienced · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Engineering · Information Technology (IT) · Computer Science · Software Engineering · Software Development · Civil Engineering · Mechanical Engineering,/saudi/jobs/p/g/nqrjdc0citah-senior-planning-engineer-wsp-in-the-middle-east-riyadh-saudi-arabia,Not Mentioned,
9 days ago,Quality Inspector.,ALPLA Group -,"Makkah, Saudi Arabia ",Full TimeExperienced · R&D/Science · Manufacturing/Production · Quality · Quality Control · Quality · Quality Assurance · QC · Science · Manufacturing · Communication Skills,/saudi/jobs/p/g/bloaossf29fp-quality-inspector-alpla-group-makkah-saudi-arabia,Not Mentioned,
9 days ago,Product Manager,Bayut KSA -,"Riyadh, Saudi Arabia ",Full TimeExperienced · IT/Software Development · Marketing/PR/Advertising · Sales/Retail · Product Management · Marketing · Sales · Information Technology (IT) · Computer Science · Project Management · Sales Skills,/saudi/jobs/p/g/vnrjgnalurnn-product-manager-bayut-ksa-riyadh-saudi-arabia,Not Mentioned,
17 days ago,Surveillance Team Leader,ARRISE powering Pragmatic Play -,"Ras al-Khaimah, United Arab Emirates ",Full TimeExperienced · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · Sales · Sales Skills · Sales Target · Information Technology (IT) · Computer Science · Customer Service · Real Estate,/jobs/p/g/svzji92e0dww-surveillance-team-leader-arrise-powering-pragmatic-play-ras-al-khaimah-united-arab-emirates,Not Mentioned,
23 days ago,Lab Technician- Riyadh,Fugro -,"Riyadh, Saudi Arabia ",Full TimeEntry Level · R&D/Science · Engineering - Construction/Civil/Architecture · Manufacturing/Production · Medical · Chemistry · Lab · Laboratory · Science · Engineering · Civil,/saudi/jobs/p/g/6lw7xgpyxjqv-lab-technician-riyadh-fugro-riyadh-saudi-arabia,Not Mentioned,
11 days ago,Retail Excellence Manager,Hermès -,"Dubai, United Arab Emirates ",Full TimeExperienced · Operations/Management · Sales/Retail · Fashion · Retail · Sales · Sales Skills · Management · Sales Target · Customer Service · Operations,/jobs/p/g/ewmbovdttlcw-retail-excellence-manager-hermes-dubai-united-arab-emirates,Not Mentioned,
12 days ago,Cost Lead Engineer,L'Usine Nouvelle -,"Riyadh, Saudi Arabia ",Full TimeEntry Level · Engineering - Construction/Civil/Architecture · IT/Software Development · Engineering - Telecom/Technology · Engineering · Civil Engineering · Construction · Cost Control · Computer Science · Information Technology (IT) · Project Management,/saudi/jobs/p/g/bcamyuqphiuf-cost-lead-engineer-lusine-nouvelle-riyadh-saudi-arabia,Not Mentioned,
24 days ago,HSE Lead,L'Usine Nouvelle -,"Makkah, Saudi Arabia ",Full TimeExperienced · Engineering - Construction/Civil/Architecture · Quality · Engineering - Other · HSE · Quality · Health & Safety · Microsoft Office · Architecture · Civil Engineering · Engineering,/saudi/jobs/p/g/eey7ivqpyziw-hse-lead-lusine-nouvelle-makkah-saudi-arabia,Not Mentioned,
20 days ago,Compensation Manager (Remote),Keystone Recruitment -,"Dubai, United Arab Emirates ",Freelance / ProjectNot specified · Administration · Human Resources · Operations/Management · Human Resources (HR) · Recruitment · Compensation · Performance Management · Personnel · Training · Payroll,/jobs/p/g/fu0pbfvx0epk-compensation-manager-remote-keystone-recruitment-dubai-united-arab-emirates,Not Mentioned,
5 days ago,Administrative Assistant,Baker Hughes -,"Riyadh, Saudi Arabia ",Full TimeEntry Level · Administration · Customer Service/Support · Operations/Management · Administration · Office Management · Secretary · Microsoft Office · Admin Assistant · Admin · Communication Skills,/saudi/jobs/p/g/y31vcicjrsln-administrative-assistant-baker-hughes-riyadh-saudi-arabia,Not Mentioned,
6 days ago,Chemist,Ecolab -,"Makkah, Saudi Arabia ",Full TimeExperienced · R&D/Science · Quality · Engineering - Other · Chemistry · Science · Chemist · Quality Control · Quality · Production · Quality Assurance,/saudi/jobs/p/g/dzopd79lsy6o-chemist-ecolab-makkah-saudi-arabia,Not Mentioned,
22 days ago,Estimation Engineer,Agile Consultants -,"Dubai, United Arab Emirates ",Full TimeEntry Level · Engineering - Construction/Civil/Architecture · Project/Program Management · Engineering - Mechanical/Electrical · Engineering · Cost Estimation · Tendering · Civil Engineering · Estimation · Construction · Mechanical Engineering,/jobs/p/g/idgjmc0njfvf-estimation-engineer-agile-consultants-dubai-united-arab-emirates,Not Mentioned,
22 days ago,Sr. Engagement Manager - 11133,Exari Systems -,"Dubai, United Arab Emirates ",Full TimeExperienced · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Project Management · Microsoft Office · PMP · Telecommunication · Banking,/jobs/p/g/p6zluuxeymsj-sr-engagement-manager-11133-exari-systems-dubai-united-arab-emirates,Not Mentioned,
10 days ago,Associate - Corporate Acquisitions – S&G,AD Ports Group -,"Dubai, United Arab Emirates ",Full TimeNot specified · Business Development · Customer Service/Support · Sales/Retail · Sales Skills · Customer Service · Sales Target · Sales · Marketing · Outdoor Sales · Business Development,/jobs/p/g/pwig5pjumkgb-associate-corporate-acquisitions-sg-ad-ports-group-dubai-united-arab-emirates,Not Mentioned,
27 days ago,Customer Support Specialist (Remote),Pulse Media -,"Dubai, United Arab Emirates ",Full TimeEntry Level · Customer Service/Support · IT/Software Development · Engineering - Telecom/Technology · Customer Service · Customer Support · Customer Care · Information Technology (IT) · Computer Science · Technical Support · Call Center,/jobs/p/g/fqwjyxofkv29-customer-support-specialist-remote-pulse-media-dubai-united-arab-emirates,Not Mentioned,
11 days ago,Power System Expert,Elia Grid International (EGI) -,"Riyadh, Saudi Arabia ",Full TimeEntry Level · Sales/Retail · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Electrical Engineering · Sales · Sales Skills · Engineering · Generators · Information Technology (IT) · Mechanical Engineering,/saudi/jobs/p/g/jzvca21nfsb2-power-system-expert-elia-grid-international-egi-riyadh-saudi-arabia,Not Mentioned,
12 days ago,Junior Marketing Executive,American University of Kuwait (AUK) -,"Dubai, United Arab Emirates ",Full TimeEntry Level · Marketing/PR/Advertising · Sales/Retail · Media/Journalism/Publishing · Marketing · Social Media · E-marketing · Market Research · Digital Marketing · Media · Sales,/jobs/p/g/cmzluwrc2kby-junior-marketing-executive-american-university-of-kuwait-auk-dubai-united-arab-emirates,Not Mentioned,
27 days ago,Postdoctoral Fellow,"United Arab Emirates University, Department of Family Medicine -","Dubai, United Arab Emirates ",Full TimeEntry Level · Analyst/Research · Engineering - Mechanical/Electrical · Engineering - Oil & Gas/Energy · cvs3 · etcc · energy · engineering · phd,/jobs/p/g/yclbtlulpppt-postdoctoral-fellow-united-arab-emirates-university-department-of-family-medicine-dubai-united-arab-emirates,Not Mentioned,
13 days ago,Head of Sales Development.E - Commerce - Sales Development,Panda Retail Company – Savola Group -,"Makkah, Saudi Arabia ",Full TimeManager · Marketing/PR/Advertising · Sales/Retail · Media/Journalism/Publishing · marketing · sales · e-marketing · sales skills · business development · management · communication,/saudi/jobs/p/g/yedu6l0dsrl7-head-of-sales-developmente-commerce-sales-development-panda-retail-company-savola-group-makkah-saudi-arabia,Not Mentioned,
13 days ago,Head of Sales Development - E-commerce,Panda Retail Company – Savola Group -,"Makkah, Saudi Arabia ",Full TimeExperienced · Business Development · Marketing/PR/Advertising · Sales/Retail · Sales · Sales Skills · Business Development · Sales Target · Customer Service · Marketing · Customer Care,/saudi/jobs/p/g/fk02gsas3bhr-head-of-sales-development-e-commerce-panda-retail-company-savola-group-makkah-saudi-arabia,Not Mentioned,
24 days ago,Oracle Functional Consultant,ParamInfo -,"Dubai, United Arab Emirates ",Full TimeExperienced · Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Oracle · ERP · Accounting · Finance · SQL,/jobs/p/g/a0s2yxcgjwlb-oracle-functional-consultant-paraminfo-dubai-united-arab-emirates,Not Mentioned,
1 month ago,Commercial Operations Senior Manager,Abdul Latif Jameel -,"Makkah, Saudi Arabia ",Full TimeExperienced · Accounting/Finance · Operations/Management · Manufacturing/Production · Operations · Engineering · English · Management · Project Management · Production · Accounting,/saudi/jobs/p/g/jsfbk7yugxwr-commercial-operations-senior-manager-abdul-latif-jameel-makkah-saudi-arabia,Not Mentioned,
25 days ago,Procurement Category Manager (Saudi Only),Energy Job Search -,"Makkah, Saudi Arabia ",Full TimeExperienced · Logistics/Supply Chain · Operations/Management · Purchasing/Procurement · Procurement · Purchasing · Supply Chain · Logistics · Management · Engineering · Construction,/saudi/jobs/p/g/7yvp8zrhqtq7-procurement-category-manager-saudi-only-energy-job-search-makkah-saudi-arabia,Not Mentioned,
25 days ago,Production Assistant,Agile Consultants -,"Ras al-Khaimah, United Arab Emirates ",Full TimeEntry Level · IT/Software Development · Manufacturing/Production · Engineering - Mechanical/Electrical · engineering · microsoft office · information technology (it) · production · sales · manufacturing · management,/jobs/p/g/srw3kh0i61xx-production-assistant-agile-consultants-ras-al-khaimah-united-arab-emirates,Not Mentioned,
1 hour ago,Sales Executive,REIDIN - Data Analytics -,"Dubai, United Arab Emirates ",Full TimeEntry Level · Business Development · Customer Service/Support · Sales/Retail · Sales · Sales Skills · Sales Target · Customer Service · Customer Support · Customer Care · Microsoft Office,/jobs/p/g/wdeslblujkb3-sales-executive-reidin-data-analytics-dubai-united-arab-emirates,Not Mentioned,
5 hours ago,"Implementation Lead, Uber for Business",Uber -,"Dubai, United Arab Emirates ",Full TimeExperienced · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · information technology (it) · sales · computer science · sales skills · marketing · customer service · management,/jobs/p/g/btzccvbiapbc-implementation-lead-uber-for-business-uber-dubai-united-arab-emirates,Not Mentioned,
2 days ago,"Inspector I, QC Mechanical",International Maritime Industries -,"Riyadh, Saudi Arabia ",Full TimeExperienced · Quality · Engineering - Mechanical/Electrical · Engineering - Oil & Gas/Energy · mechanical engineering · qa · qc · quality assurance · engineering · quality · production,/saudi/jobs/p/g/kq7trtejali5-inspector-i-qc-mechanical-international-maritime-industries-riyadh-saudi-arabia,Not Mentioned,
4 days ago,App L2 Support,DXC Technology -,"Riyadh, Saudi Arabia ",Full TimeEntry Level · Customer Service/Support · IT/Software Development · Engineering - Telecom/Technology · information technology (it) · computer science · engineering · software development · sql · oracle · aws,/saudi/jobs/p/g/vnpzqmrs5v67-app-l2-support-dxc-technology-riyadh-saudi-arabia,Not Mentioned,
5 days ago,"Finance Working Student- Abu Dhabi, UAE",Siemens -,"Dubai, United Arab Emirates ",Full TimeStudent · Customer Service/Support · Medical/Healthcare · Sales/Retail · healthcare · medical · startup · mbbs · microsoft office · finance · accounting,/jobs/p/g/a87i4vsnr4bt-finance-working-student-abu-dhabi-uae-siemens-dubai-united-arab-emirates,Not Mentioned,
5 days ago,Senior Planning Manager,Mace -,"Riyadh, Saudi Arabia ",Full TimeNot specified · IT/Software Development · Project/Program Management · Sales/Retail · Project Management · Sales · Engineering · Planning · Sales Skills · Customer Service · Marketing,/saudi/jobs/p/g/fnb0xdnyj525-senior-planning-manager-mace-riyadh-saudi-arabia,Not Mentioned,
7 days ago,Senior Planning Engineer,Energy Job Search -,"Dubai, United Arab Emirates ",Full TimeExperienced · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Engineering · Information Technology (IT) · Computer Science · Software Engineering · Software Development · Civil Engineering · Mechanical Engineering,/jobs/p/g/jhxkbyev43zh-senior-planning-engineer-energy-job-search-dubai-united-arab-emirates,Not Mentioned,
16 days ago,AP & Treasury Accountant,Cookievore -,"Sheikh Zayed, Giza, Egypt ",Full TimeOn-siteExperienced · 3 - 4 Yrs of Exp · Accounting/Finance · Manufacturing/Production · Accounts Payable · Treasury Management · Financial Reporting,/jobs/p/nzhtqkc2rl0f-ap-treasury-accountant-cookievore-giza-egypt,Not Mentioned,"- Bachelor’s degree in Accounting, Finance, or a related field.- 3–4 years of experience in Accounts Payable, Treasury, or General Accounting.- Strong knowledge of ERP systems (Odoo preferred) and Microsoft Excel.- Excellent attention to detail, time management, and communication skills.- Experience with e-invoicing and local tax regulations (ETA portal) is a plus.- Prior FMCG experience is highly desirable."
16 days ago,Project Controls Director,Parsons Corporation -,"Riyadh, Saudi Arabia ",Full TimeManager · Engineering - Construction/Civil/Architecture · Operations/Management · Project/Program Management · Project Management · Engineering · Civil Engineering · Construction · Management · Architecture · Microsoft Office,/saudi/jobs/p/g/3im6r4yexlxa-project-controls-director-parsons-corporation-riyadh-saudi-arabia,Not Mentioned,
27 days ago,Enterprise Resources Planning Manager,Agile Consultants -,"Ras al-Khaimah, United Arab Emirates ",Full TimeExperienced · Human Resources · IT/Software Development · Engineering - Telecom/Technology · human resources (hr) · information technology (it) · computer science · engineering · project management · management · english,/jobs/p/g/roia5cgf8xqj-enterprise-resources-planning-manager-agile-consultants-ras-al-khaimah-united-arab-emirates,Not Mentioned,
18 days ago,Digital Marketing Manager,Accor -,"Makkah, Saudi Arabia ",Full TimeExperienced · Marketing/PR/Advertising · Sales/Retail · Media/Journalism/Publishing · Marketing · Social Media · Digital Marketing · E-marketing · Media · SEO · Market Research,/saudi/jobs/p/g/zbsdb0jb9v7z-digital-marketing-manager-accor-makkah-saudi-arabia,Not Mentioned,
3 months ago,IT Applications Manager,Union Properties Career -,"Dubai, United Arab Emirates ",Full TimeExperienced · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Computer Engineering · Engineering · Project Management · Software Engineering · Software Development,/jobs/p/g/fbcdeyrja9mi-it-applications-manager-union-properties-career-dubai-united-arab-emirates,Not Mentioned,
24 days ago,Material Planner,Aggreko -,"Dubai, United Arab Emirates ",Full TimeExperienced · Logistics/Supply Chain · Manufacturing/Production · Engineering - Mechanical/Electrical · Supply Chain · Engineering · Manufacturing · Material Planning · Microsoft Office · Production · Logistics,/jobs/p/g/xozrvio4wzww-material-planner-aggreko-dubai-united-arab-emirates,Not Mentioned,
9 days ago,Laboratory Coordinator,H2O Innovation -,"Makkah, Saudi Arabia ",Full TimeEntry Level · R&D/Science · Quality · Pharmaceutical · quality control · science · quality · quality assurance · laboratory · microsoft office · chemicals,/saudi/jobs/p/g/2jsk2zlkf8s6-laboratory-coordinator-h2o-innovation-makkah-saudi-arabia,Not Mentioned,
10 days ago,ME Logistic FBP,JD.COM -,"Riyadh, Saudi Arabia ",Full TimeEntry Level · Logistics/Supply Chain · Operations/Management · C-Level Executive/GM/Director · logistics · supply chain · 3pl · fmcg · operations · retail · development,/saudi/jobs/p/g/fafchknkqn6a-me-logistic-fbp-jd-com-riyadh-saudi-arabia,Not Mentioned,
10 days ago,General Operator,"Nalco Water, An Ecolab Company -","Dubai, United Arab Emirates ",Full TimeEntry Level · Administration · Customer Service/Support · Tourism/Travel · customer service · tourism · customer care · travel · engineering · operations · communication skills,/jobs/p/g/d1ff4nnzmrio-general-operator-nalco-water-an-ecolab-company-dubai-united-arab-emirates,Not Mentioned,
3 months ago,Procurement Specialist,DSV Contract Logistics S.A.E -,"6th of October, Giza, Egypt ",Full TimeOn-siteExperienced · 2 - 4 Yrs of Exp · Customer Service/Support · Logistics/Supply Chain · Purchasing/Procurement · Procurement · Pricing · Supplier Management · Negotiation · Transportation · Logistics · Distribution,/jobs/p/2i9lbpqh28v2-procurement-specialist-dsv-contract-logistics-s-a-e-giza-egypt,Not Mentioned,"Bachelor’s degree in Business Administration, Logistics, Supply Chain Management, Economics, or a related field. | 2 to 4 years of experience in transportation pricing, logistics, or freight forwarding. | Strong analytical skills with the ability to interpret complex data and market trends. | Proficiency in Microsoft Excel and pricing software tools. | Excellent communication and negotiation skills. | Attention to detail and high level of accuracy in preparing quotations and reports. | Ability to work effectively in a fast-paced, office-based environment. | Strong organizational and time management skills. | Demonstrated ability to collaborate with cross-functional teams. | Knowledge of transportation regulations and industry best practices."
11 days ago,Lead Operations Manager - REMOTE,Jobgether -,"Dubai, United Arab Emirates ",Full TimeExperienced · Customer Service/Support · Operations/Management · Sales/Retail · Operations · Management · Microsoft Office · Sales · Customer Service · Customer Care · Planning,/jobs/p/g/tidy0pmtlcq4-lead-operations-manager-remote-jobgether-dubai-united-arab-emirates,Not Mentioned,
22 days ago,Senior CRM Specialist (F/M),CHAUMET -,"Dubai, United Arab Emirates ",Full TimeExperienced · Human Resources · Marketing/PR/Advertising · Media/Journalism/Publishing · Marketing · Social Media · Human Resources (HR) · E-marketing · Microsoft Office · Digital Marketing · Media,/jobs/p/g/sdgfo7ueb7er-senior-crm-specialist-fm-chaumet-dubai-united-arab-emirates,Not Mentioned,
22 days ago,Manager Market Strategy & Projects,Henkel -,"Dubai, United Arab Emirates ",Full TimeExperienced · Marketing/PR/Advertising · Sales/Retail · Media/Journalism/Publishing · Marketing · Social Media · Market Research · E-marketing · Digital Marketing · Media · Advertising,/jobs/p/g/mawtcsmhb1c0-manager-market-strategy-projects-henkel-dubai-united-arab-emirates,Not Mentioned,
22 days ago,Healthcare Provider Solutions Product Manager (2023301),Nahdi Medical Co. -,"Makkah, Saudi Arabia ",Full TimeExperienced · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · sales · sales skills · information technology (it) · computer science · management · project management · sql,/saudi/jobs/p/g/w0d5feoyzobm-healthcare-provider-solutions-product-manager-2023301-nahdi-medical-co-makkah-saudi-arabia,Not Mentioned,
13 days ago,Lead - Power System Study,Larsen & Toubro -,"Riyadh, Saudi Arabia ",Full TimeStudent · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · Information Technology (IT) · Sales · Computer Science · Sales Skills · Lead Generation · Software Development · Sales Target,/saudi/jobs/p/g/ygdkqa5jbi5d-lead-power-system-study-larsen-toubro-riyadh-saudi-arabia,Not Mentioned,
13 days ago,Coordinator - Power System Study Engineer,Larsen & Toubro -,"Riyadh, Saudi Arabia ",Full TimeEntry Level · Administration · Customer Service/Support · Sales/Retail · Administration · Microsoft Office · Customer Service · Sales · Logistics · Customer Care · Customer Support,/saudi/jobs/p/g/vall666dzzad-coordinator-power-system-study-engineer-larsen-toubro-riyadh-saudi-arabia,Not Mentioned,
13 days ago,Coordinator - Power System Study,Larsen & Toubro -,"Riyadh, Saudi Arabia ",Full TimeEntry Level · Administration · Customer Service/Support · Sales/Retail · Administration · Microsoft Office · Customer Service · Sales · Logistics · Customer Care · Customer Support,/saudi/jobs/p/g/dbvl5eofvhhb-coordinator-power-system-study-larsen-toubro-riyadh-saudi-arabia,Not Mentioned,
27 days ago,Projects Estimator,AALICO -,"Riyadh, Saudi Arabia ",Full TimeEntry Level · Engineering - Construction/Civil/Architecture · Project/Program Management · Engineering - Mechanical/Electrical · Project Management · Engineering · Cost Estimation · Tendering · Civil Engineering · Construction · Estimation,/saudi/jobs/p/g/3vjlmg4avg4o-projects-estimator-aalico-riyadh-saudi-arabia,Not Mentioned,
23 days ago,Quantity Surveyor – Pre Contract,AtkinsRéalis -,"Dubai, United Arab Emirates ",Full TimeExperienced · Engineering - Construction/Civil/Architecture · Project/Program Management · Engineering - Mechanical/Electrical · engineering · civil engineering · construction · autocad · design · quantity surveying · management,/jobs/p/g/vnfk9s9yupou-quantity-surveyor-pre-contract-atkinsrealis-dubai-united-arab-emirates,Not Mentioned,
14 days ago,Client Insights Project Manager,Cartier -,"Dubai, United Arab Emirates ",Full TimeEntry Level · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · engineering · information technology (it) · sales · computer science · marketing · management · english,/jobs/p/g/j5jye2tds8ta-client-insights-project-manager-cartier-dubai-united-arab-emirates,Not Mentioned,
24 days ago,L2 Support Engineer - Web Applications,DXC Technology -,"Riyadh, Saudi Arabia ",Full TimeExperienced · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Engineering · Technical Support · Customer Support · Telecommunication · CCNA,/saudi/jobs/p/g/kd6al3xij78o-l2-support-engineer-web-applications-dxc-technology-riyadh-saudi-arabia,Not Mentioned,
16 days ago,Sales Specialist,PepsiCo -,"Riyadh, Saudi Arabia ",Full TimeExperienced · Business Development · Customer Service/Support · Sales/Retail · Sales · Sales Skills · Sales Target · Customer Service · Customer Support · Customer Care · Real Estate,/saudi/jobs/p/g/xfswjo5hbd2d-sales-specialist-pepsico-riyadh-saudi-arabia,Not Mentioned,
2 months ago,Accounts Payable (AP) Accountant,Arkania -,"Mansoura, Dakahlia, Egypt ",Full TimeOn-siteExperienced · 5 - 10 Yrs of Exp · Accounting/Finance · Accounting · Financial Accounting · Tax · Accounts Payable,/jobs/p/cydlhzvxtk83-accounts-payable-ap-accountant-arkania-dakahlia-egypt,Not Mentioned,"Job Requirements | Education: | Bachelor’s BS degree in Accounting, Finance, or a related field. | Experience: | 05-10 years of experience as a general accountant. | Advanced MS Excel (is Must). | Hands-on experience with (ERP) System Usage. | Skills: | Excellent time management skills and ability to multi-task and prioritize work. | Attention to detail and accuracy. | Excellent problem-solving and decision-making skills. | Excellent written and verbal communication skills. | Strong organizational and planning skills in a fast-paced environment. | Ability to work independently and collaboratively in a team."
2 hours ago,Marketing & Sales Manager,Baume & Mercier -,"Dubai, United Arab Emirates ",Full TimeExperienced · Marketing/PR/Advertising · Sales/Retail · Media/Journalism/Publishing · Marketing · Social Media · E-marketing · Media · Sales · Market Research · Sales Skills,/jobs/p/g/7nsq1gc5re23-marketing-sales-manager-baume-mercier-dubai-united-arab-emirates,Not Mentioned,
16 hours ago,In-Building Solutions Regional Implementation Manager- C1,Capgemini Engineering -,"Riyadh, Saudi Arabia ",Full TimeExperienced · IT/Software Development · Marketing/PR/Advertising · Sales/Retail · sales · information technology (it) · computer science · marketing · engineering · management · installation,/saudi/jobs/p/g/2dyukho07hjn-in-building-solutions-regional-implementation-manager-c1-capgemini-engineering-riyadh-saudi-arabia,Not Mentioned,
2 days ago,Transportation & Operations Manager,Burjline Builders -,"Riyadh, Saudi Arabia ",Full TimeExperienced · Logistics/Supply Chain · Operations/Management · Sales/Retail · Transportation · Logistics · Supply Chain · Microsoft Office · Operations · Sales · Customer Service,/saudi/jobs/p/g/orkmhx60nfhy-transportation-operations-manager-burjline-builders-riyadh-saudi-arabia,Not Mentioned,
3 days ago,Manufacturing Software Engineer,Loft Orbital -,"Dubai, United Arab Emirates ",Full TimeNot specified · IT/Software Development · Quality · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Software Engineering · Software Development · Engineering · Software · Software Testing,/jobs/p/g/kdkzqqjmuibn-manufacturing-software-engineer-loft-orbital-dubai-united-arab-emirates,Not Mentioned,
3 days ago,Marketing Specialist,KONE -,"Riyadh, Saudi Arabia ",Full TimeEntry Level · Marketing/PR/Advertising · Sales/Retail · Media/Journalism/Publishing · Marketing · Social Media · E-marketing · Digital Marketing · Media · Market Research · SEO,/saudi/jobs/p/g/estyzd3giacp-marketing-specialist-kone-riyadh-saudi-arabia,Not Mentioned,
4 days ago,Project / Development Manager,WSP in the Middle East -,"Riyadh, Saudi Arabia ",Full TimeEntry Level · Business Development · IT/Software Development · Project/Program Management · Project Management · Engineering · Information Technology (IT) · Business Development · Computer Science · PMP · Sales,/saudi/jobs/p/g/u6ckmvfpj5cb-project-development-manager-wsp-in-the-middle-east-riyadh-saudi-arabia,Not Mentioned,
6 days ago,Project Control Manager,Norconsult Telematics -,"Riyadh, Saudi Arabia ",Freelance / ProjectEntry Level · Engineering - Construction/Civil/Architecture · IT/Software Development · Project/Program Management · Project Management · Engineering · PMP · Information Technology (IT) · Civil Engineering · Computer Science · Management,/saudi/jobs/p/g/qyottt3aqat8-project-control-manager-norconsult-telematics-riyadh-saudi-arabia,Not Mentioned,
7 days ago,Business Planning Manager,PayTech Group -,"Riyadh, Saudi Arabia ",Full TimeNot specified · Business Development · Operations/Management · Sales/Retail · Business Development · Sales · Sales Skills · Marketing · Business Planning · Management · Planning,/saudi/jobs/p/g/kmvyseebixij-business-planning-manager-paytech-group-riyadh-saudi-arabia,Not Mentioned,
25 days ago,PSAB ESS: Facilities AMP Manager (Secret Clearance),"KBR, Inc. -","Riyadh, Saudi Arabia ",Full TimeExperienced · Administration · Logistics/Supply Chain · Engineering - Other · administration · facility · admin work · engineering · facilities · management · operations,/saudi/jobs/p/g/8swhocq3exl3-psab-ess-facilities-amp-manager-secret-clearance-kbr-inc-riyadh-saudi-arabia,Not Mentioned,
25 days ago,Regional Pricing Director,Sirva -,"Dubai, United Arab Emirates ",Full TimeManager · Operations/Management · Marketing/PR/Advertising · Sales/Retail · sales · sales skills · sales target · marketing · management · market research · finance,/jobs/p/g/9a9uiue4hm6b-regional-pricing-director-sirva-dubai-united-arab-emirates,Not Mentioned,
17 days ago,Senior Organizational Development (OD) Specialist – Human Capital Strategy,Confidential Government -,"Riyadh, Saudi Arabia ",Full TimeExperienced · Business Development · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Software Development · javaScript · Software Engineering · CSS · HTML,/saudi/jobs/p/g/kvcgdmdkxiil-senior-organizational-development-od-specialist-human-capital-strategy-confidential-government-riyadh-saudi-arabia,Not Mentioned,
18 days ago,Assistant Procurement Manager,Agile Consultants -,"Ras al-Khaimah, United Arab Emirates ",Full TimeExperienced · Administration · Operations/Management · Purchasing/Procurement · Administration · Microsoft Office · Office Management · Procurement · Secretary · Admin · Sales,/jobs/p/g/bctc8ndelaoo-assistant-procurement-manager-agile-consultants-ras-al-khaimah-united-arab-emirates,Not Mentioned,
18 days ago,Procurement Officer – Supply Chain & Vendor Management,Confidential Government -,"Riyadh, Saudi Arabia ",Full TimeEntry Level · Customer Service/Support · Logistics/Supply Chain · Purchasing/Procurement · Supply Chain · Logistics · Purchasing · ERP · Procurement · Purchasing Officer · SAP,/saudi/jobs/p/g/hykznlhp18qy-procurement-officer-supply-chain-vendor-management-confidential-government-riyadh-saudi-arabia,Not Mentioned,
26 days ago,Head of Protocol – Strategic Development Authority & Diplomatic Affairs,Confidential Government -,"Riyadh, Saudi Arabia ",Full TimeSenior Management · Operations/Management · Medical/Healthcare · Pharmaceutical · medical · pharmacy · coe · msf · science · mission,/saudi/jobs/p/g/msvlsp1snyh7-head-of-protocol-strategic-development-authority-diplomatic-affairs-confidential-government-riyadh-saudi-arabia,Not Mentioned,
19 days ago,Sr. Commissioning Mechanical Engineer,Energy Job Search -,"Riyadh, Saudi Arabia ",Full TimeExperienced · Installation/Maintenance/Repair · Sales/Retail · Engineering - Mechanical/Electrical · mechanical engineering · engineering · electrical engineering · maintenance · hvac · testing · construction,/saudi/jobs/p/g/uftjy3by0flb-sr-commissioning-mechanical-engineer-energy-job-search-riyadh-saudi-arabia,Not Mentioned,
